"","country_code","country_name","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","deaths_per_million","cases_per_million","spare_beds_per_million"
"3577","CRI","Costa Rica",20200423,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,177,2,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,35.4039581625226,1164.59604183748
"3578","CRI","Costa Rica",20200407,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,467,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,93.4104432875595,1106.58955671244
"3579","CRI","Costa Rica",20200408,2,1,2,1,2,1,2,1,1,1,2,1,3,503200000,1.25,0,0,2,2,483,2,100,100,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,96.6108010875616,1103.38919891244
"3580","CRI","Costa Rica",20200409,2,1,2,1,2,1,2,1,1,1,2,1,3,0,1.25,0,0,2,2,502,2,100,100,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,100.411225975064,1099.58877402494
"3582","CRI","Costa Rica",20200416,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,626,4,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,125.21399892508,1074.78600107492
"3583","CRI","Costa Rica",20200303,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,626,4,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,125.21399892508,1074.78600107492
"3584","CRI","Costa Rica",20200304,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,626,4,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,125.21399892508,1074.78600107492
"3585","CRI","Costa Rica",20200305,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,626,4,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,125.21399892508,1074.78600107492
"3586","CRI","Costa Rica",20200419,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,655,4,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,131.014647437584,1068.98535256242
"3587","CRI","Costa Rica",20200331,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,330,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,66.0073796250421,1133.99262037496
"3588","CRI","Costa Rica",20200401,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,347,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,69.4077597875443,1130.59224021246
"3589","CRI","Costa Rica",20200402,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,375,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,75.0083859375478,1124.99161406245
"3590","CRI","Costa Rica",20200403,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,396,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,79.2088555500505,1120.79114444995
"3591","CRI","Costa Rica",20200302,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,396,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,79.2088555500505,1120.79114444995
"3595","CRI","Costa Rica",20200319,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,69,1,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.200022362500128,13.8015430125088,1186.19845698749
"3596","CRI","Costa Rica",20200320,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,87,1,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.200022362500128,17.4019455375111,1182.59805446249
"3597","CRI","Costa Rica",20200110,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,87,1,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.200022362500128,17.4019455375111,1182.59805446249
"3598","CRI","Costa Rica",20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,87,1,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.200022362500128,17.4019455375111,1182.59805446249
"3599","CRI","Costa Rica",20200209,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,87,1,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.200022362500128,17.4019455375111,1182.59805446249
"3600","CRI","Costa Rica",20200321,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,113,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3601","CRI","Costa Rica",20200225,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3602","CRI","Costa Rica",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3603","CRI","Costa Rica",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3604","CRI","Costa Rica",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3605","CRI","Costa Rica",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3606","CRI","Costa Rica",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3607","CRI","Costa Rica",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3608","CRI","Costa Rica",20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3609","CRI","Costa Rica",20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3610","CRI","Costa Rica",20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3611","CRI","Costa Rica",20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3612","CRI","Costa Rica",20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3613","CRI","Costa Rica",20200108,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3614","CRI","Costa Rica",20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3615","CRI","Costa Rica",20200219,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3616","CRI","Costa Rica",20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3617","CRI","Costa Rica",20200227,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3618","CRI","Costa Rica",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3619","CRI","Costa Rica",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3620","CRI","Costa Rica",20200111,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3621","CRI","Costa Rica",20200112,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3622","CRI","Costa Rica",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3623","CRI","Costa Rica",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3624","CRI","Costa Rica",20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3625","CRI","Costa Rica",20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3626","CRI","Costa Rica",20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3627","CRI","Costa Rica",20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3628","CRI","Costa Rica",20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3629","CRI","Costa Rica",20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3630","CRI","Costa Rica",20200218,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3631","CRI","Costa Rica",20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3632","CRI","Costa Rica",20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,113,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,22.6025269625144,1177.39747303749
"3635","CRI","Costa Rica",20200329,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,295,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,59.0065969375376,1140.99340306246
"3636","CRI","Costa Rica",20200330,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,314,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,62.80702182504,1137.19297817496
"3637","CRI","Costa Rica",20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,314,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,62.80702182504,1137.19297817496
"3638","CRI","Costa Rica",20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,314,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,62.80702182504,1137.19297817496
"3639","CRI","Costa Rica",20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,314,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,62.80702182504,1137.19297817496
"3640","CRI","Costa Rica",20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,314,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,62.80702182504,1137.19297817496
"3641","CRI","Costa Rica",20200412,2,1,2,1,2,1,2,1,1,1,2,1,3,0,1.25,0,0,2,2,577,3,100,100,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,115.412903162574,1084.58709683743
"3642","CRI","Costa Rica",20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,577,3,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,115.412903162574,1084.58709683743
"3643","CRI","Costa Rica",20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,577,3,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,115.412903162574,1084.58709683743
"3644","CRI","Costa Rica",20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,577,3,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,115.412903162574,1084.58709683743
"3645","CRI","Costa Rica",20200323,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,134,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,26.8029965750171,1173.19700342498
"3646","CRI","Costa Rica",20200324,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,158,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,31.6035332750201,1168.39646672498
"3647","CRI","Costa Rica",20200411,2,1,2,1,2,1,2,1,1,1,2,1,3,0,1.25,0,0,2,2,558,3,100,100,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,111.612478275071,1088.38752172493
"3648","CRI","Costa Rica",20200404,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,416,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,83.2093028000531,1116.79069719995
"3649","CRI","Costa Rica",20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,416,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,83.2093028000531,1116.79069719995
"3650","CRI","Costa Rica",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,416,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,83.2093028000531,1116.79069719995
"3651","CRI","Costa Rica",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,0,0,416,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,83.2093028000531,1116.79069719995
"3652","CRI","Costa Rica",20200306,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,416,2,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,83.2093028000531,1116.79069719995
"3656","CRI","Costa Rica",20200414,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,612,3,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,122.413685850078,1077.58631414992
"3657","CRI","Costa Rica",20200301,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2.25,0,0,1,2,612,3,0,0,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,122.413685850078,1077.58631414992
"3658","CRI","Costa Rica",20200420,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,660,4,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,132.014759250084,1067.98524074992
"3659","CRI","Costa Rica",20200413,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,595,3,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,119.013305687576,1080.98669431242
"3660","CRI","Costa Rica",20200417,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,642,4,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.80008945000051,128.414356725082,1071.58564327492
"3661","CRI","Costa Rica",20200415,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,1.25,0,0,2,2,618,3,85.71,85.71,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.600067087500383,123.613820025079,1076.38617997492
"3662","CRI","Costa Rica",20200406,2,1,2,1,2,1,2,0,1,1,2,1,3,0,1.25,0,0,2,2,454,2,95.24,95.24,1200,97.91306306,17671.09535,4.999441,21.32474411,69.12540822,9.549847673,0.400044725000255,90.8101525750579,1109.18984742494
"3665","CUB","Cuba",20200416,2,1,1,1,2,1,2,1,1,1,2,1,3,NA,0,NA,NA,2,1,814,24,95.24,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,2.11674968147327,71.7930933633018,5128.2069066367
"3666","CUB","Cuba",20200413,2,1,1,1,2,1,2,1,1,1,2,1,3,NA,0,NA,NA,2,1,669,18,95.24,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3667","CUB","Cuba",20200117,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,669,18,0,0,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3668","CUB","Cuba",20200309,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,669,18,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3669","CUB","Cuba",20200310,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,2,1,669,18,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3670","CUB","Cuba",20200120,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,669,18,0,0,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3671","CUB","Cuba",20200121,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,669,18,0,0,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3672","CUB","Cuba",20200209,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,669,18,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.58756226110495,59.0043973710674,5140.99560262893
"3682","CUB","Cuba",20200410,2,1,1,1,2,1,0,1,1,1,2,1,3,NA,0,NA,NA,2,1,515,15,80.95,80.95,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.32296855092079,45.4219202482806,5154.57807975172
"3683","CUB","Cuba",20200411,2,1,1,1,2,1,2,1,1,1,2,1,3,NA,0,NA,NA,2,1,564,15,95.24,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.32296855092079,49.7436175146219,5150.25638248538
"3684","CUB","Cuba",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,32,NA,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,2.82233290863103,86.9631327471936,5113.03686725281
"3685","CUB","Cuba",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,27,NA,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,2.38134339165743,76.0265927262483,5123.97340727375
"3686","CUB","Cuba",20200214,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,862,27,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,2.38134339165743,76.0265927262483,5123.97340727375
"3687","CUB","Cuba",20200327,2,1,0,NA,2,1,0,1,1,1,2,1,3,0,0,0,0,2,1,67,2,71.43,71.43,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.176395806789439,5.90925952744622,5194.09074047255
"3688","CUB","Cuba",20200328,2,1,0,NA,2,1,0,1,1,1,2,1,3,0,0,0,0,2,1,80,2,71.43,71.43,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.176395806789439,7.05583227157757,5192.94416772842
"3689","CUB","Cuba",20200217,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,80,2,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.176395806789439,7.05583227157757,5192.94416772842
"3690","CUB","Cuba",20200218,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,80,2,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.176395806789439,7.05583227157757,5192.94416772842
"3691","CUB","Cuba",20200407,2,1,1,1,2,1,0,1,1,1,2,1,3,0,0,0,0,2,1,350,9,80.95,80.95,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.793781130552477,30.8692661881519,5169.13073381185
"3692","CUB","Cuba",20200415,2,1,1,1,2,1,2,1,1,1,2,1,3,NA,0,NA,NA,2,1,766,21,95.24,95.24,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,1.85215597128911,67.5595940003553,5132.44040599965
"3693","CUB","Cuba",20200329,2,1,0,NA,2,1,0,1,1,1,2,1,3,0,0,0,0,2,1,119,3,71.43,71.43,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
"3694","CUB","Cuba",20200302,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,119,3,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
"3695","CUB","Cuba",20200227,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,119,3,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
"3696","CUB","Cuba",20200228,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,119,3,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
"3697","CUB","Cuba",20200225,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,119,3,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
"3698","CUB","Cuba",20200226,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,119,3,14.29,14.29,5200,108.9995962,NA,11.338138,16.21123899,68.60254959,15.18621142,0.264593710184159,10.4955505039716,5189.50444949603
