"","country_code","country_name","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","deaths_per_million","cases_per_million","spare_beds_per_million"
"12547","PRI","Puerto Rico",20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,923,45,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,14.0838326051992,288.87505543553,NA
"12548","PRI","Puerto Rico",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,923,45,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,14.0838326051992,288.87505543553,NA
"12549","PRI","Puerto Rico",20200328,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12550","PRI","Puerto Rico",20200323,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12551","PRI","Puerto Rico",20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12552","PRI","Puerto Rico",20200322,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12553","PRI","Puerto Rico",20200327,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12554","PRI","Puerto Rico",20200324,2,1,2,1,2,1,0,NA,1,1,2,1,2,7.87e+08,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12555","PRI","Puerto Rico",20200325,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,64,2,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12556","PRI","Puerto Rico",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12557","PRI","Puerto Rico",20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12558","PRI","Puerto Rico",20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12559","PRI","Puerto Rico",20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12560","PRI","Puerto Rico",20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12561","PRI","Puerto Rico",20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12562","PRI","Puerto Rico",20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12563","PRI","Puerto Rico",20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,64,2,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.625948115786631,20.0303397051722,NA
"12564","PRI","Puerto Rico",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,58,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,18.1524953578123,334.256293830061,NA
"12565","PRI","Puerto Rico",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,1068,58,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,18.1524953578123,334.256293830061,NA
"12566","PRI","Puerto Rico",20200416,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,51,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,15.9616769525591,304.836732388089,NA
"12567","PRI","Puerto Rico",20200409,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,24,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,7.51137738943957,194.043915893855,NA
"12568","PRI","Puerto Rico",20200410,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,33,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,10.3281439104794,213.761281541134,NA
"12569","PRI","Puerto Rico",20200316,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,683,33,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,10.3281439104794,213.761281541134,NA
"12570","PRI","Puerto Rico",20200331,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,174,6,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12571","PRI","Puerto Rico",20200313,0,NA,0,NA,2,1,0,NA,1,1,2,0,2,0,NA,0,0,1,0,174,6,47.62,47.62,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12572","PRI","Puerto Rico",20200306,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,174,6,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12573","PRI","Puerto Rico",20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12574","PRI","Puerto Rico",20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12575","PRI","Puerto Rico",20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12576","PRI","Puerto Rico",20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12577","PRI","Puerto Rico",20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12578","PRI","Puerto Rico",20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12579","PRI","Puerto Rico",20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,174,6,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.87784434735989,54.4574860734369,NA
"12580","PRI","Puerto Rico",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252,63,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,19.7173656472789,391.843520482431,NA
"12581","PRI","Puerto Rico",20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,1252,63,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,19.7173656472789,391.843520482431,NA
"12582","PRI","Puerto Rico",20200411,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,39,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,12.2059882578393,226.906191972654,NA
"12583","PRI","Puerto Rico",20200317,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,725,39,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,12.2059882578393,226.906191972654,NA
"12584","PRI","Puerto Rico",20200413,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,44,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,13.7708585473059,280.737729930304,NA
"12585","PRI","Puerto Rico",20200401,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,239,8,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,2.50379246314652,74.8007998365023,NA
"12586","PRI","Puerto Rico",20200307,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,239,8,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,2.50379246314652,74.8007998365023,NA
"12587","PRI","Puerto Rico",20200329,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,100,3,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,0.938922173679946,31.2974057893315,NA
"12588","PRI","Puerto Rico",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,56,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,17.5265472420257,326.431942382728,NA
"12589","PRI","Puerto Rico",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,1043,56,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,17.5265472420257,326.431942382728,NA
"12590","PRI","Puerto Rico",20200305,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,1043,56,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,17.5265472420257,326.431942382728,NA
"12591","PRI","Puerto Rico",20200406,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,1,475,20,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,6.25948115786631,148.662677499325,NA
"12592","PRI","Puerto Rico",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,60,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,18.7784434735989,349.904996724727,NA
"12593","PRI","Puerto Rico",20200408,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,23,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,7.19840333154625,179.33413517287,NA
"12594","PRI","Puerto Rico",20200315,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,NA,0,0,1,0,573,23,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,7.19840333154625,179.33413517287,NA
"12595","PRI","Puerto Rico",20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,573,23,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,7.19840333154625,179.33413517287,NA
"12596","PRI","Puerto Rico",20200330,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,127,5,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.56487028946658,39.747705352451,NA
"12597","PRI","Puerto Rico",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,127,5,0,0,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,1.56487028946658,39.747705352451,NA
"12598","PRI","Puerto Rico",20200414,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,45,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,14.0838326051992,282.615574277664,NA
"12599","PRI","Puerto Rico",20200402,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,1,286,11,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,3.44271463682647,89.5105805574882,NA
"12600","PRI","Puerto Rico",20200403,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,1,316,12,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,3.75568869471978,98.8998022942876,NA
"12601","PRI","Puerto Rico",20200308,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,316,12,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,3.75568869471978,98.8998022942876,NA
"12602","PRI","Puerto Rico",20200405,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,1,452,18,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,5.63353304207968,141.464274167779,NA
"12603","PRI","Puerto Rico",20200310,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,452,18,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,5.63353304207968,141.464274167779,NA
"12604","PRI","Puerto Rico",20200407,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,21,NA,NA,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,6.57245521575962,160.555691699271,NA
"12605","PRI","Puerto Rico",20200321,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,0,513,21,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,6.57245521575962,160.555691699271,NA
"12606","PRI","Puerto Rico",20200314,2,1,0,NA,2,1,0,NA,1,1,2,0,2,0,NA,0,0,1,0,513,21,61.9,61.9,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,6.57245521575962,160.555691699271,NA
"12607","PRI","Puerto Rico",20200311,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,513,21,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,6.57245521575962,160.555691699271,NA
"12608","PRI","Puerto Rico",20200404,2,1,2,1,2,1,0,NA,1,1,2,1,2,0,0.25,0,0,1,1,378,15,80.95,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,4.69461086839973,118.304193883673,NA
"12609","PRI","Puerto Rico",20200309,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,0,378,15,14.29,14.29,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,4.69461086839973,118.304193883673,NA
"12610","PRI","Puerto Rico",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,62,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,19.4043915893855,379.637532224591,NA
"12611","PRI","Puerto Rico",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252,63,NA,80.95,NA,360.2201804,39540.58693,3.195153,16.83608611,64.48906368,18.67485021,19.7173656472789,391.843520482431,NA
"12615","PRT","Portugal",20200419,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19685,687,NA,100,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12616","PRT","Portugal",20200126,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,19685,687,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12617","PRT","Portugal",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,19685,687,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12618","PRT","Portugal",20200129,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,19685,687,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12619","PRT","Portugal",20200130,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,19685,687,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12620","PRT","Portugal",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,19685,687,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,66.8039567390412,1914.1715988472,1485.8284011528
"12621","PRT","Portugal",20200403,2,1,1,1,2,0,1,1,1,1,1,1,3,0,0,0,0,2,0,9034,209,80.95,80.95,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,20.3231833456472,878.467169112806,2521.53283088719
"12622","PRT","Portugal",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,9034,209,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,20.3231833456472,878.467169112806,2521.53283088719
"12623","PRT","Portugal",20200414,2,1,2,1,2,1,2,1,1,1,2,1,3,0,0,0,0,3,1,16934,535,100,100,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,52.0234597603887,1646.66405155593,1753.33594844407
"12624","PRT","Portugal",20200401,2,1,1,1,2,0,1,1,1,1,1,1,3,0,0,0,0,2,0,7443,160,80.95,80.95,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12625","PRT","Portugal",20200219,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,7443,160,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12626","PRT","Portugal",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,7443,160,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12627","PRT","Portugal",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,7443,160,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12628","PRT","Portugal",20200212,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,7443,160,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12629","PRT","Portugal",20200213,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,7443,160,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12630","PRT","Portugal",20200216,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,7443,160,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,15.5584178722658,723.758151395464,2676.24184860454
"12631","PRT","Portugal",20200328,2,1,1,1,2,0,1,1,1,1,1,1,3,0,0,0,0,2,0,4268,76,80.95,80.95,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12632","PRT","Portugal",20200211,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,4268,76,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12633","PRT","Portugal",20200205,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,4268,76,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12634","PRT","Portugal",20200214,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,4268,76,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12635","PRT","Portugal",20200215,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,4268,76,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12636","PRT","Portugal",20200203,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,4268,76,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,7.39024848932624,415.02079674269,2984.97920325731
"12639","PRT","Portugal",20200321,2,1,1,1,2,0,1,1,1,1,1,1,3,0,0,0,0,1,2,1020,6,80.95,80.95,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,0.583440670209967,99.1849139356943,3300.81508606431
"12653","PRT","Portugal",20200330,2,1,1,1,2,0,1,1,1,1,1,1,3,0,0,0,0,2,0,5962,119,80.95,80.95,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,11.5715732924977,579.745545965304,2820.2544540347
"12654","PRT","Portugal",20200406,2,1,1,1,2,1,1,1,1,1,1,1,3,0,0,0,0,2,0,11278,295,85.71,85.71,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,28.68583295199,1096.67397977133,2303.32602022867
"12655","PRT","Portugal",20200407,2,1,1,1,2,1,1,1,1,1,1,1,3,0,0,0,0,2,0,11730,311,85.71,85.71,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,30.2416747392166,1140.62651026048,2259.37348973952
"12656","PRT","Portugal",20200218,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,11730,311,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,30.2416747392166,1140.62651026048,2259.37348973952
"12657","PRT","Portugal",20200227,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,11730,311,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,30.2416747392166,1140.62651026048,2259.37348973952
"12658","PRT","Portugal",20200404,2,1,1,1,2,1,1,1,1,1,1,1,3,0,0,0,0,2,0,9886,246,85.71,85.71,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,23.9210674786086,961.315744282622,2438.68425571738
"12659","PRT","Portugal",20200405,2,1,1,1,2,1,1,1,1,1,1,1,3,0,0,0,0,2,0,10524,266,85.71,85.71,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12660","PRT","Portugal",20200204,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,1,2,10524,266,14.29,14.29,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12661","PRT","Portugal",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12662","PRT","Portugal",20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12663","PRT","Portugal",20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12664","PRT","Portugal",20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12665","PRT","Portugal",20200108,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12666","PRT","Portugal",20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
"12667","PRT","Portugal",20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,10524,266,0,0,3400,112.2394535,33415.4379,10.283822,13.45790782,64.58823464,21.95385754,25.8658697126419,1023.35493554828,2376.64506445172
